username,rating pengguna,review,tanggal
Pengguna Google,1,"buat fitur pelindung pulsa! baru isi pulsa langsung habis tersedot 20ribu tidak lebih dari 5 menit, sinyal udah lemot ngabisin pulsa paling cepat! edan sama 1 lagi berhenti memberikan notif ga jelas!",2025-10-27 10:21:29
Pengguna Google,3,kenapa banyak sekali notifikasi popup ga bisa di cancel tiba tiba ngarahin ke Google,2025-10-27 10:07:14
Pengguna Google,2,kalo blm mau ngisi murah2 pas mau ngisi mahal2 kikir bet dah,2025-10-27 10:01:54
Pengguna Google,4,singkat saja jaringannya bagus,2025-10-27 09:55:14
Pengguna Google,5,terbaik pokokny....mantaaap,2025-10-27 09:54:29
Pengguna Google,1,rekomend dong kuota yg murah masa 1gb harga selangit,2025-10-27 09:54:26
Pengguna Google,5,Ac,2025-10-27 09:53:33
Pengguna Google,5,bagus,2025-10-27 09:51:55
Pengguna Google,1,notifikasi mu ganggu anjir,2025-10-27 09:50:42
Pengguna Google,4,bagus,2025-10-27 09:45:56
Pengguna Google,5,sangat pias,2025-10-27 09:43:28
Pengguna Google,1,mahal paketnya,2025-10-27 09:41:26
Pengguna Google,5,"Mudah beli data ga dibagi-bagi, tidak seperti yg sebelah dibagi-bagi (quota utama, YouTube, dll). Trim",2025-10-27 09:41:03
Pengguna Google,1,memakai im3 adalah titik terendah manusia coba paket 3bulan 300k. eh signal internet mati idup. padahal punya temen paket bulanan signal internet aman. dan dulu2 pke paket bulanan juga g pernah ngadat seperti ini. padahal signal full. klo g niat mnding . tutup buka toko kue aj,2025-10-27 09:33:16
Pengguna Google,3,"sekarang sering muncul iklan, padahal tekan batal tapi masih dialihkan ke link website nya. tolong di perbaiki karena mengganggu sekali",2025-10-27 09:30:11
Pengguna Google,1,situs web IM3 sangat menggangu selalu muncul di depan layar hp tolong hentikan kalau tidak saya copot kartu IM3 di dalam hpku😠Saya udah isi pulsa kok masa aktif tak nambah 7 hari lagi masa aktif sekarang bingung mau isi pulsa kalau tak nambah masa aktif sekarang saya sedang boke bagai mana tolong saya sedang bingung 😕,2025-10-27 09:26:48
Pengguna Google,5,baik,2025-10-27 09:16:58
Pengguna Google,5,sejauh ini hampir setahun. makai m3 jaringan mudah meski kdang redup tapi masih oke hampir bsa di berbagai medan di kotaku . semoga m3 bisa di semua kota termasuk plosok,2025-10-27 09:03:11
Pengguna Google,1,"jangan terlalu banyak sms promo ini itu ,,, notifikasi gak jelas.",2025-10-27 08:52:44
Pengguna Google,4,"kadang sinyal bagus tapi akhir "" ini jelek tolong di perbaiki ya",2025-10-27 08:52:24
Pengguna Google,5,sangat baik,2025-10-27 08:43:36
Pengguna Google,1,2 hari ngga bisa dipake buat internetan,2025-10-27 08:41:51
Pengguna Google,3,"ini provider makin ga bener aja kenapa dah, sekarang beli kuota, udah aktif tapi tetep ga bisa akses internet, setengah jam lebih setelah ngeakftifin kuota baru dapet sinyalnya",2025-10-27 08:36:41
Pengguna Google,1,"kenapa makin hari makin mahal dan promo pada hilang,kembalikan promonya seperti biasa 500gb 200 ribu,atau 200 gb 100 ribu",2025-10-27 08:28:56
Pengguna Google,5,terbaik,2025-10-27 08:28:22
Pengguna Google,5,paketan cepat habis,2025-10-27 08:27:21
Pengguna Google,3,"punya fitur satspam tpi diri sendiri suka spam dengan tawaran paket data menggunakan pop up HP, klo dipencet tidak malah pop up nya dialihkan ke browser, klo lagi main game nyusahin bngt",2025-10-27 08:23:38
Pengguna Google,1,wasyu lah gangguan mulu,2025-10-27 08:19:18
Pengguna Google,3,paket nya banyak yang mahal .,2025-10-27 08:19:07
Pengguna Google,5,"aplikasi yang bagus, sangat mempermudah untuk membeli kuota internet. tetapi ada 1 masalah, mengapa saya tidak mendapat impoin lagi setelah membeli pulsa atau kuota? padahal sebelumnya selalu dapat",2025-10-27 08:09:23
Pengguna Google,5,oke,2025-10-27 08:07:48
Pengguna Google,5,Bagus,2025-10-27 08:02:51
Pengguna Google,1,kecewa banget...keluhan tetap sama...paket masih ada pulsa semakin berkurang ):,2025-10-27 08:00:30
Pengguna Google,1,"data harian 2 gb, baru kepake 800 mb udh gak bisa buka mobile legen kan taii",2025-10-27 07:53:17
Pengguna Google,1,setiap isi pulsa tpi gak di pake tiba tiba habis sendiri,2025-10-27 07:41:29
Pengguna Google,1,lemot,2025-10-27 07:40:23
Pengguna Google,5,oke aj,2025-10-27 07:31:17
Pengguna Google,2,gak niat bngt bikin kartu.. paketan mahal kuota sedikit.. waktu cuma 2-3 hari.. yg bulanan waw banget harganya.. jaringan bentar bentar hilang.. aplikasi lelet banget mau liat paket doang sampe berkali-kali keluar masuk.. minimal paketan waktunya diperpanjang lah.. masa 10k-15k cuma 2 hari.. minimal seminggu lah untuk harga segitu.. sumpah mengecewakan banget im3.. dari harga.. masa aktif.. aplikasi.. sampe jaringan.. mengecewakan.....,2025-10-27 07:08:30
Pengguna Google,5,sangat bagus,2025-10-27 07:08:04
Pengguna Google,5,aku suka dengan Indosat,2025-10-27 07:06:32
Pengguna Google,1,"paket data aja mahal, lemot, tolol",2025-10-27 06:49:48
Pengguna Google,4,"kenapa setiap beli pulsa hangus terus sih? saya beli pulsa yng 10rb tiba¹ pas mau di paketin jadi sisa 5rb lagi padahal beli pulsa nya blm lama, data internet juga sudah saya matiin, kejadian ini bukan 1 kali 2 kali tapi berkali kali, tolong dong ini kenapa?",2025-10-27 06:45:18
Pengguna Google,1,tolol,2025-10-27 06:34:32
Pengguna Google,1,benar2 gak layak pakai internet nya IM3 klo mlm tuh nyebelin...gak tau kenapa setiap mlm pasti internet gak bisa dipakai...😡 gak siang ...gak malam sekarang IM3 gila...kyk taik sinyal nya...😡😡,2025-10-27 06:30:24
Pengguna Google,5,mantapp,2025-10-27 06:12:42
Pengguna Google,1,"BTS MU TAMBAI TOLOL, JARINGAN MAKIN LAMA MAKIN LEMOT, KEBANYAKAN SPAM SMS",2025-10-27 06:10:19
Pengguna Google,2,mahal2 sekarang & tidak ada yang masa tenggang nya 2bulan,2025-10-27 06:09:36
Pengguna Google,1,jaringan nya ga jelas,2025-10-27 05:59:34
Pengguna Google,1,Signal bapuk. Saya berhenti langganan.,2025-10-27 05:59:32
Pengguna Google,1,indosat Tolol ngeleg banget gua buat nonton yutube doang,2025-10-27 05:54:20
Pengguna Google,4,mantap,2025-10-27 05:52:37
Pengguna Google,1,"sumpah ga jelas,masa tiba2 aplikasi lain bisa dan ada sinyal, cuma satu aplikasi lain gabisa, nggak ada jaringan keterangannya, giliran di tetring atau wifi bisa kebuka, aneh bener, padahal full sinyal, udah beli mahal2 paketan sebulan, ganggu orang kerja banget ga jelas",2025-10-27 05:52:35
Pengguna Google,5,"Isi pulsa atau pun data jd gampang,dan harga lebih hemat..👍👍👍",2025-10-27 05:49:36
Pengguna Google,1,"jaringan jelek, tiba tiba ilang. ga guna. tolong perbaiki jaringannya jembut",2025-10-27 05:49:18
Pengguna Google,2,"sayang bgt makin kesini harga kuotanya makin mahal, jaringan biasa aja kadang banyak loadingnya tp kuota tetep ke sedot banyak cepet abis lagi. ditambah pulsa ga dipake tapi ilang terus.",2025-10-27 05:41:38
Pengguna Google,2,"tidak salah pada aplikasinya, saat sedang bermain game atau aplikasi apapun selalu ada pop up yang sangat mengganggu di kartu SIM Indosat Ooredoo, jika dipilih kembali / tombol back Langsung keluar game dan masuk ke website myim3, ini sangat menggaanggu, padahal saya beli kuota cukup sering, SEPARAH ITUKAH INDOSAT DENGAN CARA PENGIKLANNANYA??",2025-10-27 05:39:25
Pengguna Google,5,sagat murrrrraahhh,2025-10-27 05:33:37
Pengguna Google,1,"ga bisa belli, apk rusak, loading mulu",2025-10-27 05:26:46
Pengguna Google,5,🅑🅐🅖🅤🅢,2025-10-27 05:26:33
Pengguna Google,5,baik,2025-10-27 05:25:34
Pengguna Google,5,senang skli,2025-10-27 05:24:33
Pengguna Google,5,baik,2025-10-27 05:24:21
Pengguna Google,5,layanan cepat,2025-10-27 05:09:52
Pengguna Google,5,mantap,2025-10-27 05:08:15
Pengguna Google,1,gbisa didaftarkan nomor,2025-10-27 05:06:44
Pengguna Google,5,bagus,2025-10-27 05:04:54
Pengguna Google,5,menarikkkk,2025-10-27 04:52:45
Pengguna Google,5,terimakasih,2025-10-27 04:51:59
Pengguna Google,5,sangat bagus,2025-10-27 04:49:51
Pengguna Google,2,sinyal di perjalan hilang,2025-10-27 04:45:22
Pengguna Google,5,mantapnya,2025-10-27 04:36:04
Pengguna Google,2,buat aplikasi myIM3 tolong dong di perbaiki untuk melengkapi profil ya udah di isi semua dan di lengkapi mau daftar profil ya ko ngak bisa bisa tolong dong di perbaiki. soal ya uda di daftar tapi harusss nunggu waktu,2025-10-27 04:29:36
Pengguna Google,1,ngeleg mulu najis apaan si percuma mahal kalo ngeleg buang buang duit aja nih ngeleg mulu njiss,2025-10-27 04:25:51
Pengguna Google,1,"kmtolp,ngelek BBI op kntd",2025-10-27 04:25:50
Pengguna Google,5,ok masih aman ya sinyalnya,2025-10-27 04:17:48
Pengguna Google,1,"kenapa ngelek banget, padahal sinyal 4g udah 3 hari ngelek banget maen game kartu apaan ini udh mahel pakek lagi babi",2025-10-27 04:10:29
Pengguna Google,4,bagus dan cepet,2025-10-27 04:09:02
Pengguna Google,5,cepat,2025-10-27 04:04:59
Pengguna Google,5,good,2025-10-27 04:02:58
Pengguna Google,1,"saya beli paket double malah hanguss, padahal jumlahnya lumayan 50.000 malah hangus gak ada masuk ke aplikasi",2025-10-27 03:56:08
Pengguna Google,2,"jaringan internet hilang terus, bolak-balik bikin mode pesawat tp tetap sama. tlg ditingkatkan kualitas jaringan internetnya karna saya sdh bli paket mahal tp sering lemot",2025-10-27 03:54:32
Pengguna Google,5,sangat bagus sekali trimakasih,2025-10-27 03:54:08
Pengguna Google,5,Murah meriah,2025-10-27 03:53:05
Pengguna Google,5,moga sinyalnya bagus trs,2025-10-27 03:37:41
Pengguna Google,1,unstable network everytime,2025-10-27 03:35:51
Pengguna Google,1,baik,2025-10-27 03:33:29
Pengguna Google,5,best lah pokoknya,2025-10-27 03:31:51
Pengguna Google,1,Seenak udel motong pulsa orang,2025-10-27 03:31:50
Pengguna Google,1,BENERIN NAPA JARINGANNYA KOCAK GAJELAS BGT,2025-10-27 03:26:25
Pengguna Google,1,"pulsa berkurang Mulu,padahal paket internet masih ada",2025-10-27 03:21:44
Pengguna Google,5,Cepat dan Murah,2025-10-27 03:16:01
Pengguna Google,5,mantul,2025-10-27 03:12:33
Pengguna Google,5,layanan cepat dan bagus,2025-10-27 03:08:06
Pengguna Google,1,kartu paling gajelas,2025-10-27 03:07:56
Pengguna Google,5,mantap,2025-10-27 02:59:04
Pengguna Google,5,sangat bagus banget,2025-10-27 02:52:13
Pengguna Google,3,cukup membantu,2025-10-27 02:37:32
Pengguna Google,5,sangat baik,2025-10-27 02:36:21
Pengguna Google,5,mantul lur,2025-10-27 02:35:36
Pengguna Google,1,Pulsa sering habis sendiri entah kenapa,2025-10-27 02:34:36
Pengguna Google,5,ok,2025-10-27 02:13:51
Pengguna Google,1,"2 dulu, masa beli paket Freedoom Apps EDU 30GB Katanya bisa dipake buat Ruangguru nyatanya gak bisa, samaja dgn fenifuan yakan, tolonglah indosat lama lama gue ganti kartu nih klo bgini truss!!!! Edit : NIH ADALAGI TIBA TIBA PULSAKU TERPOTONG GAK JELAS!!!!! udah dicek gak ada langganan, gak ada transaksi, gak ada pemakaian apapun tiba tiba pulsa berkurang gak jelas!!! TANYA KE INDIRA MALAH SURUH LEPAS KARTU!!! yaudah sekalian gue lepas dan ganti ke operator lain!! dah gitu indira responnya lama",2025-10-27 02:12:16
Pengguna Google,1,"bego notif nya ganggu, tiba"" dibawa ke chrome, lagi main game pun dibawa ke chrome",2025-10-27 02:10:13
Pengguna Google,5,semoga bnyak lagi harga paket yg lebih murah dari operator lain,2025-10-27 01:48:28
Pengguna Google,2,kartu kadaluwarsa begitu diisi pulsa masa aktif naek tapi sisa kuota yang sebelumnya ilang. jadi kerasa di PAW anjir.,2025-10-27 01:42:40
Pengguna Google,2,ribet banget harus pake myim3,2025-10-27 01:41:57
Pengguna Google,1,"sinyal jelek kaya pantat ayam anyep, fitur jelek no bonus bodo amat, jelek parah sinyal No rekomendasi.",2025-10-27 01:37:59
Pengguna Google,1,"buat kalian yg mau pake Indosat, mending jangan deh, gangguan terus udah 5 hari, gak jelas banget ini sinyalnya",2025-10-27 01:36:33
Pengguna Google,5,oke,2025-10-27 01:31:59
Pengguna Google,5,terbaik,2025-10-27 01:26:55
Pengguna Google,5,lumayan,2025-10-27 01:25:43
Pengguna Google,1,sangat lelet dan ribet,2025-10-27 01:20:08
Pengguna Google,1,sinyal lelet,2025-10-27 01:19:33
Pengguna Google,1,"udh sinyal kurang bagus kdg wa aja jam pasir, udh gtu beli kouta 100gb pake bates hari 30 hari koutanya masih ada 60gb bates waktunya udah habis angus gtu aja",2025-10-27 01:18:27
Pengguna Google,4,"semakin lama tambah mahal,plus jaringan sering error wilayah surabaya",2025-10-27 01:09:17
Pengguna Google,5,baik,2025-10-27 01:08:01
Pengguna Google,1,Jaringan nya buruk,2025-10-27 00:56:46
Pengguna Google,4,"skrng sinyal nya tidak setabil seperti dlu lagi, mau di saat main game maupun login ke aplikasi lain nya",2025-10-27 00:55:38
Pengguna Google,4,untuk wilayah pegunungan kalau sedang kabut signal sering hilang,2025-10-27 00:45:01
Pengguna Google,5,ok,2025-10-27 00:44:55
Pengguna Google,4,poin nya gak bisa di pake,2025-10-27 00:40:21
Pengguna Google,5,sangat mempermudah untuk pembelian paket,2025-10-27 00:34:57
Pengguna Google,5,tolong murahkan kembali hot promo nya,2025-10-27 00:34:56
Pengguna Google,5,"aplikasi tolol, orang mau beli kuota aja di persulit,",2025-10-27 00:31:28
Pengguna Google,5,bagus,2025-10-27 00:11:05
Pengguna Google,1,katanya pulsa save.. tapi ternyata tidak...,2025-10-27 00:04:19
Pengguna Google,1,Tak uninstall karena tidak bisa dipakai re load terus,2025-10-26 23:58:03
Pengguna Google,5,good,2025-10-26 23:41:39
Pengguna Google,3,masih mahal paketannya,2025-10-26 23:40:48
Pengguna Google,5,bagus,2025-10-26 23:34:53
Pengguna Google,3,"mahal mahal kuota coba di kasih di bawah seratus, inimah udah sering beli mahal mulu",2025-10-26 23:07:03
Pengguna Google,5,baik 👍,2025-10-26 23:01:02
Pengguna Google,5,bestt,2025-10-26 22:59:55
Pengguna Google,3,"paket ber ubah""",2025-10-26 22:59:12
Pengguna Google,5,jozzzzz ganjozzzzz josssss,2025-10-26 22:51:22
Pengguna Google,1,saya sangat kecewa akir akir ini.. paket internet masih banyak dan waktunya masih panjang namun pulsa saya terus tersedot setiap harinya.. kenapa bisa begini ? padahal saya bertahun tahun berlangganan sebelumnya tidak pernah seperti ini. tolong diperbaiki lagi,2025-10-26 22:32:48
Pengguna Google,1,baru beli paket ga bisa d pake anjjjjjjjj,2025-10-26 22:13:54
Pengguna Google,5,"sangat puas,",2025-10-26 21:34:14
Pengguna Google,5,Paket data nya berlaku nasional,2025-10-26 19:57:52
Pengguna Google,1,"kenapa disuruh registrasi ulang, pdhal gapernah unreg. mana ribet pula reg ny, gagal terus. pdhl masih 86gb tp gabisa dipake",2025-10-26 19:38:46
Pengguna Google,5,mntap,2025-10-26 19:37:33
Pengguna Google,5,sangat mrmbantu,2025-10-26 19:08:48
Pengguna Google,5,mylM3:Beli Pulsa,2025-10-26 18:18:33
Pengguna Google,5,ok baik👍,2025-10-26 18:13:18
Pengguna Google,5,mantap,2025-10-26 18:08:21
Pengguna Google,5,bagus,2025-10-26 18:01:46
Pengguna Google,5,selama ini sinyal bagus,2025-10-26 17:43:06
Pengguna Google,1,beli quota roaming 12 hari ternyata hanya bisa 6 hari. mau komplain ga tahu ke mana. im3 semakin jelek,2025-10-26 17:42:04
Pengguna Google,5,ok,2025-10-26 17:39:53
Pengguna Google,4,"tarifnya terlalu mahal, murahin dikit... Signal nya juga kadang hilang...",2025-10-26 17:37:00
Pengguna Google,1,kesel banget pulsa suka kepotong mulu tiap beli padahal gak berlangganan apapun tolong perbaiki lagi ya,2025-10-26 17:31:02
Pengguna Google,5,kasih kouta tambahan donk boss,2025-10-26 17:28:34
Pengguna Google,5,"Top 1 behh gacor wak, sinyal LELET PARAH, streaming buffering, main game ga lancar top 1 gausah dibeli deh yak🤘🏻",2025-10-26 17:23:48
Pengguna Google,2,masa aktif masih 2 hari. kuota masih 3 GB lebih. tapi gak bisa buat internetan,2025-10-26 17:19:25
Pengguna Google,1,indosat bangke..sisa kuota masih banyak..masa berlaku masih ada.tidak bisa dipakai..parah bener..beda sm apk negara sebelah..kuota unlimited sampai masa berlaku hbis...,2025-10-26 17:17:47
Pengguna Google,3,beli kuota doang gagal terus 😤,2025-10-26 17:15:38
Pengguna Google,5,antap,2025-10-26 17:12:33
Pengguna Google,5,mantap,2025-10-26 17:08:51
Pengguna Google,1,"kecewa sama my im3, keluhkan soal pulsa gamasuk 125k harus nunggu update selama 3x24 jam itu pun belum diproses juga. padahal saya sudah 10 tahun sudah pakai no ini, apalahi customer service nya minim pengetahuan dan bertingkah layaknya ai/bot. tidak punya etika dan sopan santun perihal ini saya akan sebarluaskan ke kerabat temen dkt, Kluarga. bahkan akn sya viralkam lewat sosmed :(",2025-10-26 16:50:05
Pengguna Google,5,semoga jaringan nya 4g terus,2025-10-26 16:41:07
Pengguna Google,1,"iklan pop up nya udh bisa ngalahin google ads, bukannya perbaiki kualitas jaringan dan harga paket serta masa aktif paket yg makin dipotong malah nambahin pop up annoying, belum lagi tiba tiba nongol iklan lewat SSID yang ganggu banget suka buka browser otomatis dan matikan koneksi internet paksa karena make jaringan telpon hadeh",2025-10-26 16:35:10
Pengguna Google,4,bagus,2025-10-26 16:30:58
Pengguna Google,1,"harga pulsa menjebak, berubah ubah",2025-10-26 16:29:10
Pengguna Google,5,ok,2025-10-26 16:22:39
Pengguna Google,1,gangguan terus!!!! males bgt,2025-10-26 16:10:51
Pengguna Google,5,ok bangat,2025-10-26 16:08:38
Pengguna Google,5,bgus,2025-10-26 15:59:44
Pengguna Google,5,puas bangetttt pake Im3,2025-10-26 15:58:19
Pengguna Google,5,mantap,2025-10-26 15:56:17
Pengguna Google,3,"Sejauh ini bagus, hanya saja setiap isi ulang pulsa tidak pernah dapat poin, kecewa sebenarnya. Mohon untuk di perbaiki.",2025-10-26 15:54:49
Pengguna Google,3,Jaringan Lambat Banget,2025-10-26 15:52:43
Pengguna Google,1,"pas main game signalnya suka ilang, kadang2 bikin kesel",2025-10-26 15:52:37
Pengguna Google,5,👍,2025-10-26 15:49:56
Pengguna Google,3,ok,2025-10-26 15:48:42
Pengguna Google,5,mantap,2025-10-26 15:39:39
Pengguna Google,2,"kartuu jelek sinyal ngelag muluu, pas hujan suka hilang hilangan sinyal nya. jauh banget bedanya sama kartu lain",2025-10-26 15:38:44
Pengguna Google,5,sngt Bagus,2025-10-26 15:37:17
Pengguna Google,1,"woii sinyal lu napa kgk bisa di pake dongo, paketan ada internet gada",2025-10-26 15:36:21
Pengguna Google,5,aplikasinya sangat baik sangat membatu 👍👍,2025-10-26 15:33:34
Pengguna Google,1,"Kartu ga logis, banyakan ilang signal daripada signal bagusnya, masak iya gw make di kota segede bekasi signal ilang timbul dah kyk di ujung indo aja.... anehh",2025-10-26 15:30:21
Pengguna Google,1,"saya pernah claim pulsa darurat hutangnya berhasil,tapi pulsanya gak masuk. gimana ceritanya woyyyyyyy.......!!!!!! kalian seperti admin slotttt suka tipu-tipu",2025-10-26 15:29:09
Pengguna Google,1,"paketan mangkin mahal, jaringan jelek sekali daerah Sunter jaya jalan telaga permata hampir seluruh pengguna kartu M3 mohon di perbaiki",2025-10-26 15:26:32
Pengguna Google,5,semoga beruntung,2025-10-26 15:24:41
Pengguna Google,5,terbaik,2025-10-26 15:24:22
Pengguna Google,1,paket mahal jaringan jelek buat nonton yt kualitas 240 aja muter2 doang.,2025-10-26 15:24:06
Pengguna Google,1,"mahal bangeet anjir 5 gb 35rb,3 gb 30 ribu,ngeeeeeriii 🤣🤣,gak kaya kartu sebelah 37gb 41rb 600 perak dan ternyata aku chat di wa boot yg balas✌️",2025-10-26 15:21:18
Pengguna Google,1,"Makin mahal makin jelek sinyal nya, akhir nya saya kembali pakai provider lama yaitu TELKOMSEL karena hanya TELKOMSEL yang terbaik. Udah gitu kaya nya mau bangkrut ini provider, sinyal nya selalu ngilang kagak jelas..",2025-10-26 15:21:00
Pengguna Google,1,"sinyal Indosat paling lemot ,",2025-10-26 15:18:31
Pengguna Google,5,👍👍,2025-10-26 15:11:58
Pengguna Google,1,"Sudah signalnya lemot, pulsa sering terpotong tanpa sebab yg jelas, ditambah paket data yg makin kesini makin tambah MAHAL tapi kuotanya kecil. Maaf, saya berhenti pakai kartu isat untuk koneksi data saya!!!",2025-10-26 15:09:06
Pengguna Google,5,sinyal bagus dimnpun kita berada,2025-10-26 15:08:44
Pengguna Google,5,"sangat bermanfaat untuk² beli paket sama cek Kuota, jangan lupa sering² promo",2025-10-26 15:06:52
Pengguna Google,1,jangan mau pake IM3 udah harga MAHAL JARINGAN LEMOT MAKIN KE SINI MAKIN GAK MASUK AKAL,2025-10-26 15:02:38
Pengguna Google,1,"𝚖𝚊𝚑𝚊𝚕-𝚖𝚊𝚑𝚊𝚕, 𝚍𝚒 𝚋𝚎𝚕𝚒 𝚝𝚎𝚛𝚞𝚜 𝚋𝚞𝚔𝚊𝚗𝚗𝚢𝚊 𝚍𝚒𝚔𝚊𝚜𝚒𝚑 𝚙𝚛𝚘𝚖𝚘 𝚖𝚊𝚕𝚊𝚑 𝚝𝚊𝚖𝚋𝚊𝚑 𝚖𝚊𝚑𝚊𝚕, jaringan ancur",2025-10-26 15:02:29
Pengguna Google,1,Jaringan internet seluler sering trouble tidak stabil. Segera di perbaiki untuk maintenance,2025-10-26 15:01:08
Pengguna Google,1,"Ngeselin banget, tiap mau buka myIM3 selalu langsung redirect ke platinum. Maksa banget suruh orang daftar platinum",2025-10-26 15:00:00
Pengguna Google,5,lebih bnyak lagi ya promo paket nya. 150 rb 150 giga 90 hari,2025-10-26 14:58:45
Pengguna Google,1,notif paksa dari sistemnya ganggu,2025-10-26 14:56:02
Pengguna Google,1,indosat semakin busuk...penurunan member......poin tau2 hangus.... saya lama pakai indosat...dulu enggak ada penurunan member dri atas ke bawah....poin juga dulu hangus tiap 1 tahun.....lama2 makin eneg juga sama indosat,2025-10-26 14:53:21
Pengguna Google,5,sangat memudahkan saat membeli paket😁,2025-10-26 14:52:20
Pengguna Google,1,"Sudah pake lama makin kesini makin jelek jaringan, setiap isi pulsa sisanya langsung sedot padahal ngk berlangganan apapun jadi heran sama Indosat pulsa gak seberapa juga di ambil",2025-10-26 14:51:38
Pengguna Google,1,"kuota mahal,jaringan jelek,nonton tiktok aja ngelag ,padahal di jakarta ,payah",2025-10-26 14:41:07
Pengguna Google,1,masa baru beli kouta 5gb selang beberapa jam udah mau habis padahal riwayat pemakaian data nya aja belom nyampe 1gb,2025-10-26 14:37:46
Pengguna Google,4,bagus,2025-10-26 14:36:16
Pengguna Google,1,"mahal, lemot.",2025-10-26 14:35:11
Pengguna Google,3,"padahal kuota masih banyak, tpi tdk bisa digunakn, terpaksa ku hapus kuotanya.. dan ngisi lg yg baru",2025-10-26 14:34:06
Pengguna Google,1,"notif lu ganggu doang ,notif guna kagak ganggu",2025-10-26 14:30:34
Pengguna Google,5,sangat sempurna,2025-10-26 14:28:40
Pengguna Google,5,ok,2025-10-26 14:26:34
Pengguna Google,2,makin hari makin lemot sinyal+paket makin mahal,2025-10-26 14:19:04
Pengguna Google,1,"sudah berkali-kali saya komplain tentang jaringan, jawabannya selalu ""akan segera kami perbaiki"" tapi sampai sekarang bukannya makin bagus malah makin sangat jelek jaringan nya. tolong dong saya sudah lama pakai Indosat dan sangat kecewa banget sama hal ini, saya selalu beli paketan bulanan tapi karena lemot kuota saya suka tersisa dan hangus gitu saja. apalagi dengan paketan yang makin mahal dengan batas waktu yang makin singkat.",2025-10-26 14:05:47
Pengguna Google,1,jaringan lemot bangeet,2025-10-26 14:03:06
Pengguna Google,5,"bagus bgtt,byk bonus",2025-10-26 14:02:04
Pengguna Google,3,bagus,2025-10-26 13:56:49
Pengguna Google,5,hebat,2025-10-26 13:55:52
Pengguna Google,5,kota naek turus,2025-10-26 13:55:47
Pengguna Google,1,harga paket terbilang sngat mahal utk kualitas jaringn internet sperti ini. lok. mampang jaksel,2025-10-26 13:55:31
Pengguna Google,1,woi im3 ini jaringan lu kenapa makin jelek aja sih,2025-10-26 13:54:44
Pengguna Google,5,mantappp,2025-10-26 13:51:12
Pengguna Google,5,"indosat kebelet haji, turunin lah harga kouta nya ga ngotak kita rakyat kecil ga kasihan napa tolongg😭😭",2025-10-26 13:50:40
Pengguna Google,1,"kartu sampah iklan pop up noh ganggu banget monyet, di pencet batal pun masih masuk ke web ajg, benerin cape lama"" gua pake ni kartu ajg sebel bngt",2025-10-26 13:49:22
Pengguna Google,1,kuota yang masuk dipotong banyak,2025-10-26 13:44:54
Pengguna Google,5,good job,2025-10-26 13:43:03
Pengguna Google,1,jaringan buruk parah padahal di kota.. mau ganti nomer sayang udah di pake lama.. ga di ganti makan ati..,2025-10-26 13:39:03
Pengguna Google,1,"jngn sekali sekali nyoba internetan pake kartu ini, saya kecewa pakai Indosat, ini saya mau beralih, 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎",2025-10-26 13:38:11
Pengguna Google,5,sangat membantu,2025-10-26 13:36:53
Pengguna Google,5,oke terbaik,2025-10-26 13:36:39
Pengguna Google,3,"perbaiki jaringan internetnya, belakangan buruk",2025-10-26 13:35:18
Pengguna Google,1,"Saya kasih ⭐️ untuk hari ini Minggu 26 Oktober 2025 sd. waktu yang tidak ditentukan. karena saya tidak bisa cek pulsa, cek kuota, internet matot semua medsos dan media kerja saya jadi off, dan lain sebagainya. Aplikasi indosat juga tidak bisa dibuka sekalipun sudah pakai wifi. 👎🏻👎🏻👎🏻👎🏻👎🏻",2025-10-26 13:33:35
Pengguna Google,1,"jaringan super lelet , ga guna banget",2025-10-26 13:33:06
Pengguna Google,5,bagus sekali,2025-10-26 13:29:16
Pengguna Google,1,Lambat proses pembelian kuota data nya,2025-10-26 13:24:13
Pengguna Google,3,regristasi sulit,2025-10-26 13:19:39
Pengguna Google,1,Semakin mahal sekali,2025-10-26 13:08:35
Pengguna Google,5,baik,2025-10-26 13:07:22
Pengguna Google,5,baik,2025-10-26 13:06:37
Pengguna Google,2,lamban,2025-10-26 13:06:37
Pengguna Google,4,"kuota saya masih banyak tapi kok ga bisa di gunakan sama sekali ya untuk mengakses internet apa pun, malah harus di sambungkan ke wifi, tolong admin mungkin bisa kasih solusi secepatnya",2025-10-26 13:02:10
Pengguna Google,2,beli paket ribet,2025-10-26 12:57:58
Pengguna Google,1,jaringan udh berbulan bulan gini trus ga ada perubahan gimana sih kerja nya? tolong perbaiki dong udh berbulan ga ada perubahan muter terus jaringan nya setiap main game aja merah terus jaringan nya giliran main sosmed muter terus gimana sih Indosat mohon perbaiki dong,2025-10-26 12:57:54
Pengguna Google,5,👍,2025-10-26 12:55:48
Pengguna Google,1,paket banyak tapi ngelag anjinggggg,2025-10-26 12:55:35
Pengguna Google,1,"we perbaikin lah sinyal nya, masa kita dh beli paket jaringannya ngeleg mulu, harga doang mahal tapi kaga bagus tuh jaringan, jangan korupsi2 mulu deh, bagusin noh jaringan klian tuh...",2025-10-26 12:55:16
Pengguna Google,5,apk bagus sekali paket murah murah semoga tambah maju,2025-10-26 12:52:21
Pengguna Google,1,sangat susah buka aplikasinya,2025-10-26 12:49:33
